count,hate_speech,offensive_language,neither,class,tweet
0,0,0,0,-1,#CrookedHillarypic.twitter.com/JeXFnO6e3s
0,0,0,0,-1,"""Dems warn not to underestimate Trump's potential win""URLHERE"
0,0,0,0,-1,Great to be back in Iowa! #TBT with MENTIONHERE joining me in Davenport- this past winter. #MAGApic.twitter.com/A5IF0QHnic
0,0,0,0,-1,Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.
0,0,0,0,-1,"A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees."
0,0,0,0,-1,AMERICA'S FUTURE URLHERE
0,0,0,0,-1,Bernie caved! URLHERE
0,0,0,0,-1,"""MENTIONHERE: Poll: Donald Trump Sees 17-Point Positive Swing in Two Weeks - Breitbart URLHERE MENTIONHERE"" Great!"
0,0,0,0,-1,President Obama spoke last night about a world that doesn?? exist. 70% of the people think our country is going in the wrong direction. #DNC
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE stay the course mr trump your message is resonating with the PEOPLE"""
0,0,0,0,-1,"""MENTIONHERE: Barack is offended that MENTIONHERE will demand that #NATO allies pay their fair share. #DemsInPhilly"""
0,0,0,0,-1,"Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair."
0,0,0,0,-1,Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!
0,0,0,0,-1,"Join me live in Toledo, Ohio! #MakeAmericaGreatAgainURLHERE"
0,0,0,0,-1,#CrookedHillarypic.twitter.com/lwi9gqDEHE
0,0,0,0,-1,Thank you Pennsylvania! #MakeAmericaGreatAgain URLHERE
0,0,0,0,-1,Thank you to our amazing law enforcement officers! #MAGApic.twitter.com/UEZorOQhTw
0,0,0,0,-1,"""Trump right: Illegal families crossing border set to double, 51,152 so far""URLHERE"
0,0,0,0,-1,Great new poll - thank you! #MakeAmericaGreatAgainpic.twitter.com/mXovx0TLPC
0,0,0,0,-1,"If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!"
0,0,0,0,-1,"Join our next Vice President, MENTIONHERE in Wisconsin tonight & Michigan Thursday! MI: URLHERE WI: URLHERE"
0,0,0,0,-1,Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic
0,0,0,0,-1,"Our not very bright Vice President, Joe Biden, just stated that I wanted to ""carpet bomb"" the enemy. Sorry Joe, that was Ted Cruz!"
0,0,0,0,-1,Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!
0,0,0,0,-1,Hopefully the violent and vicious killing by ISIS of a beloved French priest is causing people to start thinking rationally. Get tough!
0,0,0,0,-1,The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!
0,0,0,0,-1,"Funny how the failing MENTIONHERE is pushing Dems narrative that Russia is working for me because Putin said ""Trump is a genius."" America 1st!"
0,0,0,0,-1,"As I have been saying, Crooked Hillary will approve the job killing TPP after the election, despite her statements to the contrary: top adv."
0,0,0,0,-1,"Just like I have warned from the beginning, Crooked Hillary Clinton will betray you on the TPP.URLHERE"
0,0,0,0,-1,Many of Bernie's supporters have left the arena. Did Bernie go home and go to sleep?
0,0,0,0,-1,"I hate to say it, but the Republican Convention was far more interesting (with a much more beautiful set) than the Democratic Convention!"
0,0,0,0,-1,"No matter what Bill Clinton says and no matter how well he says it, the phony media will exclaim it to be incredible. Highly overrated!"
0,0,0,0,-1,"You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. MENTIONHERE"
0,0,0,0,-1,"For the record, I have ZERO investments in Russia."
0,0,0,0,-1,"In order to try and deflect the horror and stupidity of the Wikileakes disaster, the Dems said maybe it is Russia dealing with Trump. Crazy!"
0,0,0,0,-1,#CrookedHillary URLHERE
0,0,0,0,-1,Dems don't want to talk ISIS b/c Hillary's foreign interventions unleashed ISIS & her refugee plans make it easier for them to come here.
0,0,0,0,-1,"Bernie's exhausted, he just wants to shut down and go home to bed!"
0,0,0,0,-1,The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!
0,0,0,0,-1,Thank you New Hampshire! #MakeAmericaGreatAgainpic.twitter.com/KRCdV77BQp
0,0,0,0,-1,"Join us in Toledo, Ohio- tomorrow night at 8pm! #TrumpPence16 #MAGA Tickets: URLHERE"
0,0,0,0,-1,"Join us tomorrow in Scranton, Pennsylvania at 3pm! #TrumpPence16 #MAGA Tickets: URLHERE"
0,0,0,0,-1,Pocahontas bombed last night! Sad to watch.
0,0,0,0,-1,"Why aren't the Democrats speaking about ISIS, bad trade deals, broken borders, police and law and order. The Republican Convention was great"
0,0,0,0,-1,"Funny, if you listen to MENTIONHERE, the Democrats did not have a good day. If you listen to the other two, they are fawning. What a difference"
0,0,0,0,-1,"Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time."
0,0,0,0,-1,"Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!"
0,0,0,0,-1,Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs.
0,0,0,0,-1,"If Cory Booker is the future of the Democratic Party, they have no future! I know more about Cory than he knows about himself."
0,0,0,0,-1,I was at MENTIONHERE and met Juan Williams in passing. He asked if he could have pictures taken with me. I said fine. He then trashes on air!
0,0,0,0,-1,"Hard to believe that Bernie Sanders has done such a complete fold. He got NOTHING for all of the time, energy and money. The V.P. a joke!"
0,0,0,0,-1,"While Bernie has totally given up on his fight for the people, we welcome all voters who want a better future for our workers."
0,0,0,0,-1,"Clinton betrayed Bernie voters. Kaine supports TPP, is in pocket of Wall Street, and backed Iraq War."
0,0,0,0,-1,Thank you OHIO! #TrumpPence16 URLHERE
0,0,0,0,-1,"Thank you Roanoke, Virginia- be back soon! #TrumpPence16 URLHERE"
0,0,0,0,-1,MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16 URLHERE
0,0,0,0,-1,#MakeAmericaGreatAgain URLHERE
0,0,0,0,-1,"Great POLL numbers are coming out all over. People don't want another four years of Obama, and Crooked Hillary would be even worse. #MAGA"
0,0,0,0,-1,The State of Florida is so embarrassed by the antics of Crooked Hillary Clinton and Debbie Wasserman Schultz that they will vote for CHANGE!
0,0,0,0,-1,"Wow, the Republican Convention went so smoothly compared to the Dems total mess. But fear not, the dishonest media will find a good spinnnn!"
0,0,0,0,-1,"Here we go again with another Clinton scandal, and e-mails yet (can you believe). Crooked Hillary knew the fix was in, B never had a chance!"
0,0,0,0,-1,"Crooked Hillary Clinton knew everything that her ""servant"" was doing at the DNC - they just got caught, that's all! They laughed at Bernie."
0,0,0,0,-1,"If Bernie Sanders, after seeing the just released e-mails, continues to look exhausted and done, then his legacy will never be the same."
0,0,0,0,-1,Thank you! #MakeAmericaGreatAgainpic.twitter.com/Pzs9uwgzam
0,0,0,0,-1,Hillary was involved in the e-mail scandal because she is the only one with judgement so bad that such a thing could have happened!
0,0,0,0,-1,"How much BAD JUDGEMENT was on display by the people in DNC in writing those really dumb e-mails, using even religion, against Bernie!"
0,0,0,0,-1,"The new joke in town is that Russia leaked the disastrous DNC e-mails, which should never have been written (stupid), because Putin likes me"
0,0,0,0,-1,Watched Crooked Hillary Clinton and Tim Kaine on 60 Minutes. No way they are going to fix America's problems. ISIS & all others laughing!
0,0,0,0,-1,"The ratings for the Republican National Convention were very good, but for the final night, my speech, great. Thank you!"
0,0,0,0,-1,"The highly neurotic Debbie Wasserman Schultz is angry that, after stealing and cheating her way to a Crooked Hillary victory, she's out!"
0,0,0,0,-1,The Democrats are in a total meltdown but the biased media will say how great they are doing! E-mails say the rigged system is alive & well!
0,0,0,0,-1,"Even though Bernie Sanders has lost his energy and his strength, I don't believe that his supporters will let Crooked Hillary off the hook!"
0,0,0,0,-1,"Crooked Hillary Clinton was not at all loyal to the person in her rigged system that pushed her over the top, DWS. Too bad Bernie flamed out"
0,0,0,0,-1,"If the Republican Convention had blown up with e-mails, resignation of boss and the beat down of a big player. (Bernie), media would go wild"
0,0,0,0,-1,"The MENTIONHERE panels are so one sided, almost all against Trump. MENTIONHERE is so much better and the ratings are much higher. Don't watch CNN!"
0,0,0,0,-1,"I always said that Debbie Wasserman Schultz was overrated. The Dems Convention is cracking up and Bernie is exhausted, no energy left!"
0,0,0,0,-1,"Today proves what I have always known, that MENTIONHERE Priebus is the tough one and the smart one, not Debbie Wasserman Shultz (MENTIONHERE.)"
0,0,0,0,-1,"Sorry folks, but Bernie Sanders is exhausted, just can't go on any longer. He is trying to dismiss the new e-mails and DNC disrespect. SAD!"
0,0,0,0,-1,"There is no longer a Bernie Sanders ""political revolution."" He is turning out to be a weak and somewhat pathetic figure,wants it all to end!"
0,0,0,0,-1,An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates.
0,0,0,0,-1,"Looks like the Bernie people will fight. If not, their BLOOD, SWEAT AND TEARS was a total waste of time. Kaine stands for opposite!"
0,0,0,0,-1,"Wow, President Obama's brother, Malik, just announced that he is voting for me. Was probably treated badly by president-like everybody else!"
0,0,0,0,-1,"Bernie Sanders started off strong, but with the selection of Kaine for V.P., is ending really weak. So much for a movement! TOTAL DISRESPECT"
0,0,0,0,-1,The Crooked Hillary V.P. choice is VERY disrespectful to Bernie Sanders and all of his supporters. Just another case of BAD JUDGEMENT by H!
0,0,0,0,-1,#MakeAmericaGreatAgain #TrumpPence16pic.twitter.com/gCzHX1nyxD
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Dinesh D'Sousa Hillary's America. see it"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Kaine supported the stupidest deal in the history of deals URLHERE #HillaryKaine2016"""
0,0,0,0,-1,Thank you to everyone for the wonderful reviews of my speech on Thursday night. From the heart!
0,0,0,0,-1,"The Wikileaks e-mail release today was so bad to Sanders that it will make it impossible for him to support her, unless he is a fraud!"
0,0,0,0,-1,Just saw Crooked Hillary and Tim Kaine together. ISIS and our other enemies are drooling. They don't look presidential to me!
0,0,0,0,-1,I will bring jobs back and get wages up. People haven't had a real wage increase in almost twenty years. Clinton killed jobs!
0,0,0,0,-1,Tim Kaine has been praising the Trans Pacific Partnership and has been pushing hard to get it approved. Job killer!
0,0,0,0,-1,Funny that the Democrats would have their convention in Pennsylvania where her husband and her killed so many jobs. I will bring jobs back!
0,0,0,0,-1,Crooked Hillary Clinton has destroyed jobs and manufacturing in Pennsylvania. Against steelworkers and miners. Husband signed NAFTA.
0,0,0,0,-1,"Leaked e-mails of DNC show plans to destroy Bernie Sanders. Mock his heritage and much more. On-line from Wikileakes, really vicious. RIGGED"
0,0,0,0,-1,"Pocahontas wanted V.P. slot so badly but wasn't chosen because she has done nothing in the Senate. Also, Crooked Hillary hates her!"
0,0,0,0,-1,"Tim Kaine is, and always has been, owned by the banks. Bernie supporters are outraged, was their last choice. Bernie fought for nothing!"
0,0,0,0,-1,"The Bernie Sanders supporters are furious with the choice of Tim Kaine, who represents the opposite of what Bernie stands for. Philly fight?"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE General Michael Flynn will make a great Secretary of Defense when you become POTUS! #MakeAmericaSafeAgain"""
0,0,0,0,-1,I highly recommend the just out book - THE FIELD OF FIGHT - by General Michael Flynn. How to defeat radical Islam.
0,0,0,0,-1,Is it the same Kaine that took hundreds of thousands of dollars in gifts while Governor of Virginia and didn't get indicted while Bob M did?
0,0,0,0,-1,"Another attack, this time in Germany. Many killed. God bless the people of Munich."
0,0,0,0,-1,"One of the best produced, including the incredible stage & set, in the history of conventions. Great unity! Big T.V. ratings! MENTIONHERE"
0,0,0,0,-1,Thank you Cleveland. We love you and will be back many times!
0,0,0,0,-1,What a great four days in Cleveland. So proud of the great job done by the RNC and all. The police and Secret Service were fantastic!
0,0,0,0,-1,FORMAL ACCEPTANCE OF THE NOMINATION! #TrumpPence16pic.twitter.com/E6ZtVjSQZa
0,0,0,0,-1,You can watch 360 video live from the podium! URLHERE #RNCinCLE #TrumpIsWithYou #MakeAmericaGreatAgain
0,0,0,0,-1,This is a MOVEMENT! #RNCinCLEpic.twitter.com/bdox6JcrAp
0,0,0,0,-1,Thank you MENTIONHERE. Proud of you! #RNCinCLE #TrumpPence2016pic.twitter.com/gobSNWughP
0,0,0,0,-1,Great job MENTIONHERE! #RNCinCLEURLHERE
0,0,0,0,-1,"Other than a small group of people who have suffered massive and embarrassing losses, the party is VERY united. Great love in the arena!"
0,0,0,0,-1,"Ted Cruz talks about the Constitution but doesn't say that if the Dems win the Presidency, the new JUSTICES appointed will destroy us all!"
0,0,0,0,-1,"I am soooo proud of my children, Don, Eric and Tiffany - their speeches, under enormous pressure, were incredible. Ivanka intros me tonight!"
0,0,0,0,-1,Great job MENTIONHERE! Proud of you! #AmericaFirst #RNCinCLEpic.twitter.com/S7IHXDrmsJ
0,0,0,0,-1,MAKE AMERICA GREAT AGAIN!pic.twitter.com/qL9rjb7OsD
0,0,0,0,-1,"Arena was packed, totally electric!"
0,0,0,0,-1,.MENTIONHERE was fantastic tonight. Will be a great V.P.
0,0,0,0,-1,"Our next Vice President of the United States of America, Gov. MENTIONHERE! #GOPinCLE #GOPConvention #AmericaFirstpic.twitter.com/TZT3XcKp1c"
0,0,0,0,-1,"Wow, Ted Cruz got booed off the stage, didn't honor the pledge! I saw his speech two hours early but let him speak anyway. No big deal!"
0,0,0,0,-1,Great job MENTIONHERE! Proud of you! #AmericaFirst #RNCinCLE URLHERE
0,0,0,0,-1,Thank you MENTIONHERE! #AmericaFirst #RNCinCLEpic.twitter.com/k2Poy3gGvQ
0,0,0,0,-1,Thank you to Governor MENTIONHERE for such warm support. Great speech!
0,0,0,0,-1,Thank you MENTIONHERE! #AmericaFirstpic.twitter.com/cv3I3xRSOK
0,0,0,0,-1,#AmericaFirst #RNCinCLEURLHERE
0,0,0,0,-1,Watching the #GOPConvention #AmericaFirst #RNCinCLE
0,0,0,0,-1,John Kasich was never asked by me to be V.P. Just arrived in Cleveland - will be a great two days!
0,0,0,0,-1,STATEMENT ON MELANIA SPEECH URLHERE
0,0,0,0,-1,The media is spending more time doing a forensic analysis of Melania's speech than the FBI spent on Hillary's emails.
0,0,0,0,-1,Good news is Melania's speech got more publicity than any in the history of politics especially if you believe that all press is good press!
0,0,0,0,-1,"In November, I think the people of Ohio will remember that the Republicans picked Cleveland instead of going to another state. Jobs!"
0,0,0,0,-1,Bill Hemmer of MENTIONHERE was very nice in explaining the excitement and energy in the arena. More than in past years.
0,0,0,0,-1,"Congratulations to my children, Don and Tiffany, on having done a fantastic job last night. I am very proud of you!"
0,0,0,0,-1,Such a great honor to be the Republican Nominee for President of the United States. I will work hard and never let you down! AMERICA FIRST!
0,0,0,0,-1,The ROLL CALL is beginning at the Republican National Convention. Very exciting!
0,0,0,0,-1,#MakeAmericaWorkAgain #TrumpPence16 #RNCinCLE URLHERE
0,0,0,0,-1,#MakeAmericaWorkAgain #TrumpPence16 #RNCinCLE URLHERE
0,0,0,0,-1,"""MENTIONHERE: Democrats are coming to TRUMP. I used to be proud of the dem party. No more It is crooked and not for the people."""
0,0,0,0,-1,"It was truly an honor to introduce my wife, Melania. Her speech and demeanor were absolutely incredible. Very proud! #GOPConvention"
0,0,0,0,-1,Will be on MENTIONHERE tonight at 8:30pm MENTIONHERE- prior to Melania's speech at the #GOPConvention. Tune in- she will do great! #RNCinCLE
0,0,0,0,-1,#MakeAmericaSafeAgain! #GOPConvention #RNCinCLE URLHERE
0,0,0,0,-1,Networks other than low ratings MENTIONHERE have been very fair and exciting!
0,0,0,0,-1,".MENTIONHERE is the worst.They go to their dumb, one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!"
0,0,0,0,-1,"Looking forward to being at the convention tonight to watch all of the wonderful speakers including my wife, Melania. Place looks beautiful!"
0,0,0,0,-1,"Thank you Mahoning County, Ohio! See you soon! #MakeAmericaSafeAgain URLHERE"
0,0,0,0,-1,"President Obama just had a news conference, but he doesn't have a clue. Our country is a divided crime scene, and it will only get worse!"
0,0,0,0,-1,"Our country is totally divided and our enemies are watching. We are not looking good, we are not looking smart, we are not looking tough!"
0,0,0,0,-1,"""MENTIONHERE: DonaldTrump and his running mate MENTIONHERE to appear on #60Minutes in first joint interview. CBS URLHERE"""
0,0,0,0,-1,I will be on MENTIONHERE tonight at 7:00 P.M. with Mike Pence talking about LAW AND ORDER and many other subjects! Bad times for divided USA!
0,0,0,0,-1,"We are TRYING to fight ISIS, and now our own people are killing our police. Our country is divided and out of control. The world is watching"
0,0,0,0,-1,We grieve for the officers killed in Baton Rouge today. How many law enforcement and people have to... URLHERE
0,0,0,0,-1,The ratings at MENTIONHERE blow away the ratings of MENTIONHERE - not even close. That's because CNN is the Clinton News Network and people don't like
0,0,0,0,-1,".MENTIONHERE is much better, and far more truthful, than MENTIONHERE, which is all negative. Guests are stacked for Crooked Hillary! I don't watch."
0,0,0,0,-1,"If Goofy Elizabeth Warren, a very weak Senator, didn't lie about her heritage (being Native American) she would be nothing today. Pick her H"
0,0,0,0,-1,"I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!"
0,0,0,0,-1,"It doesn't matter that Crooked Hillary has experience, look at all of the bad decisions she has made. Bernie said she has bad judgement!"
0,0,0,0,-1,"As the days and weeks go by, we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!"
0,0,0,0,-1,We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!
0,0,0,0,-1,"Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over"
0,0,0,0,-1,"Thank you to Jack Morgan, Tamara Neo, Cheryl Ann Kraft and all of my friends and supporters in Virginia. GREAT JOB!"
0,0,0,0,-1,"""MENTIONHERE: Great news! We've been nominated for Ireland's Best Golf Hotel 2016.We would appreciate your vote! URLHERE"""
0,0,0,0,-1,Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!
0,0,0,0,-1,Thank you! #TrumpPence16pic.twitter.com/RHprMCsGT6
0,0,0,0,-1,"Crooked Hillary Clinton is bought and paid for by Wall Street, lobbyists and special interests. She will sell our country down the tubes!"
0,0,0,0,-1,"Very sad that a person who has made so many mistakes, Crooked Hillary Clinton, can put out such false and vicious ads with her phony money!"
0,0,0,0,-1,"Crooked Hillary, who embarrassed herself and the country with her e-mail lies, has been a DISASTER on foreign policy. Look what's happening!"
0,0,0,0,-1,"Crooked Hillary is spending big Wall Street money on ads saying I don't have foreign policy experience, yet look what her policies have done"
0,0,0,0,-1,Look forward to introducing Governor Mike Pence (who has done a spectacular job in the great State of Indiana). My first choice from start!
0,0,0,0,-1,Look forward to Governor Mike Pence V.P. introduction tomorrow in New York City.
0,0,0,0,-1,I am pleased to announce that I have chosen Governor Mike Pence as my Vice Presidential running mate. News conference tomorrow at 11:00 A.M.
0,0,0,0,-1,Four more years of weakness with a Crooked Hillary Administration is not acceptable. Look what has happened to the world with O & Hillary!
0,0,0,0,-1,#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!
0,0,0,0,-1,"My prayers and condolences to the victims and families of the terrible tragedy in Nice, France. We are with you in every way!"
0,0,0,0,-1,"In light of the horrible attack in Nice, France, I have postponed tomorrow's news conference concerning my Vice Presidential announcement."
0,0,0,0,-1,"Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse."
0,0,0,0,-1,"I employ many people in the State of Virginia - JOBS, JOBS, JOBS! Crooked Hillary will sell us out, just like her husband did with NAFTA."
0,0,0,0,-1,Another new poll. Thank you for your support! Join the MOVEMENT today! #ImWithYou URLHERE
0,0,0,0,-1,Great new poll- thank you America! #Trump2016 #ImWithYoupic.twitter.com/aVH9c5QRwc
0,0,0,0,-1,I will be making the announcement of my Vice Presidential pick on Friday at 11am in Manhattan. Details to follow.
0,0,0,0,-1,"If I win the Presidency, we will swamp Justice Ginsburg with real judges and real legal opinions!"
0,0,0,0,-1,Even the MENTIONHERE and MENTIONHERE Editorial Boards condemned Justice Ginsburg for her ethical and legal breach. What was she thinking?
0,0,0,0,-1,Is Supreme Court Justice Ruth Bader Ginsburg going to apologize to me for her misconduct? Big mistake by an incompetent judge!
0,0,0,0,-1,On my way to San Diego to raise money for the Republican Party. I am spending a lot myself and also helping others.
0,0,0,0,-1,Voters understand that Crooked Hillary's negative ads are not true- just like her email lies and her other fraudulent activity.
0,0,0,0,-1,Despite spending $500k a day on TV ads alone #CrookedHillary falls flat in nationwide MENTIONHERE. Having ZERO impact. Sad!!
0,0,0,0,-1,Lyin' Crooked Hillary's email stories all have one thing in common.pic.twitter.com/teoVCYXKOR
0,0,0,0,-1,Is President Obama trying to destroy Israel with all his bad moves? Think about it and let me know!
0,0,0,0,-1,The Republican platform is most pro-Israel of all time!
0,0,0,0,-1,New GOP platform now includes language that supports the border wall. We will build the wall and MAKE AMERICA SAFE AGAIN!
0,0,0,0,-1,"#CrookedHillary is outspending me by a combined 31 to 1 in Florida, Ohio, & Pennsylvania. I haven't started yet!pic.twitter.com/BcoPrwqFMe"
